Original Sentence,Stemmed Tokens,Stemmed Sentence
"The European territory of France covers 547,030 square kilometres, having the largest area among European Union members.","european, territori, franc, cover, squar, kilometr, largest, area, among, european, union, member",european territori franc cover squar kilometr largest area among european union member
"France possesses a wide variety of landscapes, from coastal plains in the north and west to mountain ranges of the Alps in the southeast, the Massif Central in the south-central and Pyrenees in the southwest.","franc, possess, wide, varieti, landscap, coastal, plain, north, west, mountain, rang, alp, southeast, massif, central, southcentr, pyrene, southwest",franc possess wide varieti landscap coastal plain north west mountain rang alp southeast massif central southcentr pyrene southwest
"France is geographically diverse, with large parts of the country being gently rolling green pastures but there are rougher areas as well, including mountain ranges of Pyrénées in the south on the border with Spain and Andorra, The Alps on the border with Switzerland and Italy in the east and smaller mountain ranges like the Vosges and Massif Central.","franc, geograph, divers, larg, part, countri, gentli, roll, green, pastur, rougher, area, well, includ, mountain, rang, pyrn, south, border, spain, andorra, alp, border, switzerland, itali, east, smaller, mountain, rang, like, vosg, massif, central",franc geograph divers larg part countri gentli roll green pastur rougher area well includ mountain rang pyrn south border spain andorra alp border switzerland itali east smaller mountain rang like vosg massif central
"In the south and southeast there are rugged areas with cliffs, rocks and steep and deep gorges, for example the ones near Verdun.","south, southeast, rug, area, cliff, rock, steep, deep, gorg, exampl, one, near, verdun",south southeast rug area cliff rock steep deep gorg exampl one near verdun
"The main rivers in France are the Garonne, Loire, Seine and Rhône.","main, river, franc, garonn, loir, sein, rhne",main river franc garonn loir sein rhne
"At 4,810 metres above sea level, the highest point in Western Europe, Mont Blanc, is situated in the Alps on the border between France and Italy.","metr, sea, level, highest, point, western, europ, mont, blanc, situat, alp, border, franc, itali",metr sea level highest point western europ mont blanc situat alp border franc itali
"France also has extensive river systems such as the Seine, the Loire, the Garonne, and the Rhône, which divides the Massif Central from the Alps and flows into the Mediterranean Sea at the Camargue.","franc, also, extens, river, system, sein, loir, garonn, rhne, divid, massif, central, alp, flow, mediterranean, sea, camargu",franc also extens river system sein loir garonn rhne divid massif central alp flow mediterranean sea camargu
Corsica lies off the Mediterranean coast.,"corsica, lie, mediterranean, coast",corsica lie mediterranean coast
"While Metropolitan France is located in Western Europe, the French Republic also has a number of territories in North America, the Caribbean, South America, the southern Indian Ocean, the Pacific Ocean, and Antarctica.","metropolitan, franc, locat, western, europ, french, republ, also, number, territori, north, america, caribbean, south, america, southern, indian, ocean, pacif, ocean, antarctica",metropolitan franc locat western europ french republ also number territori north america caribbean south america southern indian ocean pacif ocean antarctica
These territories have varying forms of government ranging from overseas department to overseas collectivity.,"territori, vari, form, govern, rang, oversea, depart, oversea, collect",territori vari form govern rang oversea depart oversea collect
"France's overseas departments and collectivities share land borders with Brazil, and Suriname (bordering French Guiana), and Sint Maarten (bordering Saint Martin).","franc, oversea, depart, collect, share, land, border, brazil, surinam, border, french, guiana, sint, maarten, border, saint, martin",franc oversea depart collect share land border brazil surinam border french guiana sint maarten border saint martin
"For the purpose of this guide, the information to follow pertains to Metropolitan France.","purpos, guid, inform, follow, pertain, metropolitan, franc",purpos guid inform follow pertain metropolitan franc
"For details of the overseas regions, please refer to the relevant article links above.","detail, oversea, region, pleas, refer, relev, articl, link",detail oversea region pleas refer relev articl link
"France is divided into 13 regions in mainland France, including Corsica.","franc, divid, region, mainland, franc, includ, corsica",franc divid region mainland franc includ corsica
In addition there are 5 overseas departments and 7 overseas territories.,"addit, oversea, depart, oversea, territori",addit oversea depart oversea territori
"The Avenue des Champs-Élysées, or just Champs-Élysées, is the most prestigious road in Paris.","avenu, de, champslys, champslys, prestigi, road, pari",avenu de champslys champslys prestigi road pari
It is one of the most famous roads in the world and also one of the world most expensive ones regarding the renting and buying of real estate.,"one, famou, road, world, also, one, world, expens, one, regard, rent, buy, real, estat",one famou road world also one world expens one regard rent buy real estat
"The name is French for Elysian Fields, the place of the blessed dead in Greek mythology, and is sometimes voted as one of the most beautiful avenues in the world.","name, french, elysian, field, place, bless, dead, greek, mytholog, sometim, vote, one, beauti, avenu, world",name french elysian field place bless dead greek mytholog sometim vote one beauti avenu world
"The road is lined with luxury shops, restaurants, small cafés and other interesting places.","road, line, luxuri, shop, restaur, small, caf, interest, place",road line luxuri shop restaur small caf interest place
"The avenue is about 2 kilometers long and goes through the 8th arrondissement in the northwest of Paris, running from the Place de la Concorde in the east, with the Obelisk of Luxor, to the Place Charles de Gaulle in the west, the location of the Arc de Triomphe.","avenu, kilomet, long, goe, th, arrondiss, northwest, pari, run, place, de, la, concord, east, obelisk, luxor, place, charl, de, gaull, west, locat, arc, de, triomph",avenu kilomet long goe th arrondiss northwest pari run place de la concord east obelisk luxor place charl de gaull west locat arc de triomph
The Champs-Élysées forms part of the Axe historique and since 1975 also is the traditional finish place of the last stage of the Tour de France.,"champslys, form, part, axe, historiqu, sinc, also, tradit, finish, place, last, stage, tour, de, franc",champslys form part axe historiqu sinc also tradit finish place last stage tour de franc
"There is nowhere to observe Gothic architecture at its best but where it originated, and dominated from the 12th to 16th century.","nowher, observ, gothic, architectur, best, origin, domin, th, th, centuri",nowher observ gothic architectur best origin domin th th centuri
"Originally known as Opus Francigenum (the French Style), it is associated with many great cathedrals and basilicas in Northern France.","origin, known, opu, francigenum, french, style, associ, mani, great, cathedr, basilica, northern, franc",origin known opu francigenum french style associ mani great cathedr basilica northern franc
"Cathedral Notre-Dame de Chartres© BeausoleilSome that are most revered include Notre-Dame de Paris, Notre-Dame de Chartres, Notre-Dame d'Amiens, Notre-Dame de Reims, Notre-Dame de Laon, Saint-Pierre de Beauvais and Basilique Saint-Denis.","cathedr, notredam, de, chartr, beausoleilsom, rever, includ, notredam, de, pari, notredam, de, chartr, notredam, damien, notredam, de, reim, notredam, de, laon, saintpierr, de, beauvai, basiliqu, saintdeni",cathedr notredam de chartr beausoleilsom rever includ notredam de pari notredam de chartr notredam damien notredam de reim notredam de laon saintpierr de beauvai basiliqu saintdeni
"Basilique Saint-Denis is also unique, in that it was built in transitional style between Gothic architecture and its predecessor, Romanesque architecture.","basiliqu, saintdeni, also, uniqu, built, transit, style, gothic, architectur, predecessor, romanesqu, architectur",basiliqu saintdeni also uniqu built transit style gothic architectur predecessor romanesqu architectur
"Along the valley of the Loire, extending from Centre to western France towards the Atlantic, are hundreds of magnificent châteaux and fortresses.","along, valley, loir, extend, centr, western, franc, toward, atlant, hundr, magnific, chteaux, fortress",along valley loir extend centr western franc toward atlant hundr magnific chteaux fortress
"Today, many of these châteaux are private residences, some are hotels and guest houses, while a handful are owned and managed by the (local) government authority as major tourist sites.","today, mani, chteaux, privat, resid, hotel, guest, hous, hand, own, manag, local, govern, author, major, tourist, site",today mani chteaux privat resid hotel guest hous hand own manag local govern author major tourist site
"Among the best known worldwide are Château de Villandry, Château d'Azay-le-Rideau, Château de Chenonceau, Château de Chambord and Château d'Amboise.","among, best, known, worldwid, chteau, de, villandri, chteau, dazaylerideau, chteau, de, chenonceau, chteau, de, chambord, chteau, dambois",among best known worldwid chteau de villandri chteau dazaylerideau chteau de chenonceau chteau de chambord chteau dambois
"The valley from Sully-sur-Loire, in the Loiret, to Chalonnes-sur-Loire, in Maine-et-Loire is now classified as a UNESCO World Heritage site.","valley, sullysurloir, loiret, chalonnessurloir, maineetloir, classifi, unesco, world, heritag, site",valley sullysurloir loiret chalonnessurloir maineetloir classifi unesco world heritag site
A calanque refers to deep and steep limestone valley that is partly submerged by the sea.,"calanqu, refer, deep, steep, limeston, valley, partli, submerg, sea",calanqu refer deep steep limeston valley partli submerg sea
Les Calanques that stretch from Marseille to Cassis form an amazing rugged coastline with the valleys offering great hiking and rock climbing opportunities.,"le, calanqu, stretch, marseil, cassi, form, amaz, rug, coastlin, valley, offer, great, hike, rock, climb, opportun",le calanqu stretch marseil cassi form amaz rug coastlin valley offer great hike rock climb opportun
"The coastline can be toured as a half-day trip, usually with a stopover at Château d'If (of the famed Count de Monte Cristo) on the way back towards Marseille.","coastlin, tour, halfday, trip, usual, stopov, chteau, dif, fame, count, de, mont, cristo, way, back, toward, marseil",coastlin tour halfday trip usual stopov chteau dif fame count de mont cristo way back toward marseil
The walls of the spectacular Cave Cosquer in the Calanque de Morgiou are covered with prehistoric paintings and engravings.,"wall, spectacular, cave, cosquer, calanqu, de, morgiou, cover, prehistor, paint, engrav",wall spectacular cave cosquer calanqu de morgiou cover prehistor paint engrav
The underwater access to this grotto is completley forbidden.,"underwat, access, grotto, completley, forbidden",underwat access grotto completley forbidden
"Mont Blanc is the highest mountain in the Alps, and sometimes mistakenly named as the highest mountain in Europe (which is the Elbrus).","mont, blanc, highest, mountain, alp, sometim, mistakenli, name, highest, mountain, europ, elbru",mont blanc highest mountain alp sometim mistakenli name highest mountain europ elbru
"It is the highest mountain of the Mont Blanc Massif, which is popular for mountaineering, skiing, snowboarding and hiking.","highest, mountain, mont, blanc, massif, popular, mountain, ski, snowboard, hike",highest mountain mont blanc massif popular mountain ski snowboard hike
"Other outdoor activities on offer include glacier hiking, ice climbing, paragliding, canyoning and mountain-biking.","outdoor, activ, offer, includ, glacier, hike, ice, climb, paraglid, canyon, mountainbik",outdoor activ offer includ glacier hike ice climb paraglid canyon mountainbik
"From Chamonix, a spectacular cable car transports its visitor up to the Aiguille du Midi.","chamonix, spectacular, cabl, car, transport, visitor, aiguil, du, midi",chamonix spectacular cabl car transport visitor aiguil du midi
"While Gothic architecture remains prevalent in Northern France, scattered all over the country are medieval Romanesque abbeys and churches, no less interesting in their own rights.","gothic, architectur, remain, preval, northern, franc, scatter, countri, mediev, romanesqu, abbey, church, less, interest, right",gothic architectur remain preval northern franc scatter countri mediev romanesqu abbey church less interest right
"Mont Saint-Michel, Saint-Etienne de Caen, Saint-Front de Périgueux, Abbaye de Fontenay, Saint-Sernin de Toulouse, Saint-Pierre de Moissac and Sainte-Madeleine de Vézelay are but some of them.","mont, saintmichel, saintetienn, de, caen, saintfront, de, prigueux, abbay, de, fontenay, saintsernin, de, toulous, saintpierr, de, moissac, saintemadelein, de, vzelay",mont saintmichel saintetienn de caen saintfront de prigueux abbay de fontenay saintsernin de toulous saintpierr de moissac saintemadelein de vzelay
The Romanesque period flourished between 10th to 12th century.,"romanesqu, period, flourish, th, th, centuri",romanesqu period flourish th th centuri
The Palace of Versailles is a royal castle in Versailles.,"palac, versail, royal, castl, versail",palac versail royal castl versail
"When the château was built, Versailles was a small village, today it is a suburb of Paris, 20 kilometres southwest of the French capital.","chteau, built, versail, small, villag, today, suburb, pari, kilometr, southwest, french, capit",chteau built versail small villag today suburb pari kilometr southwest french capit
"The court of Versailles was the centre of political power in France from 1682, when Louis XIV moved to Versailles from Paris, until late 1789 when the royal family was forced to return to Paris after the beginning of the French Revolution.","court, versail, centr, polit, power, franc, loui, xiv, move, versail, pari, late, royal, famili, forc, return, pari, begin, french, revolut",court versail centr polit power franc loui xiv move versail pari late royal famili forc return pari begin french revolut
"Today it is one of the biggest tourist attractions in France, and a popular day trip from Paris.","today, one, biggest, tourist, attract, franc, popular, day, trip, pari",today one biggest tourist attract franc popular day trip pari
"The castle itself houses 2,300 rooms, and the gardens cover a huge area on the west side of the palace, and is largely unchanged for the last 300 years when it was designed.","castl, hous, room, garden, cover, huge, area, west, side, palac, larg, unchang, last, year, design",castl hous room garden cover huge area west side palac larg unchang last year design
The palace and gardens are on the UNESCO World Heritage List.,"palac, garden, unesco, world, heritag, list",palac garden unesco world heritag list
"As France stretches from Belgium in the north to Spain in the south, the weather also differs accordingly.","franc, stretch, belgium, north, spain, south, weather, also, differ, accordingli",franc stretch belgium north spain south weather also differ accordingli
The north and parts of the west have a maritime climate with mild winters and cool to warm summers.,"north, part, west, maritim, climat, mild, winter, cool, warm, summer",north part west maritim climat mild winter cool warm summer
"During winter, it is mostly above 0 °C with some frost at night possible.","winter, mostli, c, frost, night, possibl",winter mostli c frost night possibl
Summer temperatures are between 20 °C and 25 °C.,"summer, temperatur, c, c",summer temperatur c c
"Temperatures close to 40 °C have been previously recorded, but this is rare.","temperatur, close, c, previous, record, rare",temperatur close c previous record rare
"The central parts of France are warmer in summer, but colder in winters, and The Alps are a favorite ski resort area during the months of December to March when snow is almost certain.","central, part, franc, warmer, summer, colder, winter, alp, favorit, ski, resort, area, month, decemb, march, snow, almost, certain",central part franc warmer summer colder winter alp favorit ski resort area month decemb march snow almost certain
"Further south, the climate becomes Mediterranean with warm summers, around 30 °C, even a bit more inland, and generally mild winters, between 10 °C and 15 °C.","south, climat, becom, mediterranean, warm, summer, around, c, even, bit, inland, gener, mild, winter, c, c",south climat becom mediterranean warm summer around c even bit inland gener mild winter c c
"That said, even this warm coastline has some frost and snow, especially in the western part of the Mediterranean coastline, for example near Marseille.","said, even, warm, coastlin, frost, snow, especi, western, part, mediterranean, coastlin, exampl, near, marseil",said even warm coastlin frost snow especi western part mediterranean coastlin exampl near marseil
"Further east, around Nice, frost and snow are less common.","east, around, nice, frost, snow, less, common",east around nice frost snow less common
"This also applies to Corsica, where warm summers and mild winters are the norm and frost is uncommon, though even here, a few degrees below 0 °C at sea level has been recorded in the past.","also, appli, corsica, warm, summer, mild, winter, norm, frost, uncommon, though, even, degre, c, sea, level, record, past",also appli corsica warm summer mild winter norm frost uncommon though even degre c sea level record past
"The southwest of France is a bit cooler in summer, and comparable in winter.","southwest, franc, bit, cooler, summer, compar, winter",southwest franc bit cooler summer compar winter
"Precipitation is possible in all months, though spring is one of the driest periods of the year.","precipit, possibl, month, though, spring, one, driest, period, year",precipit possibl month though spring one driest period year
"Many higher areas have snow in winter, while parts of France can be very dry for months in the summer season of May to October.","mani, higher, area, snow, winter, part, franc, dri, month, summer, season, may, octob",mani higher area snow winter part franc dri month summer season may octob
"The west and northwest are probably the wettest parts of the country, especially in Brittany and Normandy during the winter months.","west, northwest, probabl, wettest, part, countri, especi, brittani, normandi, winter, month",west northwest probabl wettest part countri especi brittani normandi winter month
"If you're travelling from outside Europe, Paris Charles de Gaulle Airport (CDG) in Paris will most likely be your point of entry.","travel, outsid, europ, pari, charl, de, gaull, airport, cdg, pari, like, point, entri",travel outsid europ pari charl de gaull airport cdg pari like point entri
"There are other international airports in Bordeaux, Clermont-Ferrand, Lille, Lyon, Marseille, Nantes, Nice and Toulouse, which serve flights to destinations throughout Europe.","intern, airport, bordeaux, clermontferrand, lill, lyon, marseil, nant, nice, toulous, serv, flight, destin, throughout, europ",intern airport bordeaux clermontferrand lill lyon marseil nant nice toulous serv flight destin throughout europ
"Paris' second major airport, Paris Orly Airport (ORY), also has flights to European destinations.","pari, second, major, airport, pari, orli, airport, ori, also, flight, european, destin",pari second major airport pari orli airport ori also flight european destin
Paris Beauvais-Tillé Airport (BVA) and Marseille MP2 (MRS) are hubs for budget airlines like Ryanair.,"pari, beauvaistil, airport, bva, marseil, mp, mr, hub, budget, airlin, like, ryanair",pari beauvaistil airport bva marseil mp mr hub budget airlin like ryanair
"There are quite a few more international airports in the country, for example:
Air France is a major airline and part of the SkyTeam Alliance.","quit, intern, airport, countri, exampl, air, franc, major, airlin, part, skyteam, allianc",quit intern airport countri exampl air franc major airlin part skyteam allianc
"In 2003, it merged with Dutch airline KLM.","merg, dutch, airlin, klm",merg dutch airlin klm
Air France operates flights to hundreds of destinations around the world.,"air, franc, oper, flight, hundr, destin, around, world",air franc oper flight hundr destin around world
There are many possibilities of travelling from neighbouring countries to France.,"mani, possibl, travel, neighbour, countri, franc",mani possibl travel neighbour countri franc
"Listed below are several options of direct cross-border train routes, with Paris as the hub.","list, sever, option, direct, crossbord, train, rout, pari, hub",list sever option direct crossbord train rout pari hub
"Note that many more long distance options are available, either directly or via a combination of train connections, from Paris and other cities in France.","note, mani, long, distanc, option, avail, either, directli, via, combin, train, connect, pari, citi, franc",note mani long distanc option avail either directli via combin train connect pari citi franc
"Many very good toll roads lead out of and into the country, with good connections to Luxembourg, Belgium, Italy, Spain, Germany, Monaco and Switzerland.","mani, good, toll, road, lead, countri, good, connect, luxembourg, belgium, itali, spain, germani, monaco, switzerland",mani good toll road lead countri good connect luxembourg belgium itali spain germani monaco switzerland
"Be sure to have your personal documentation and that of the car in order, like insurance and driving permit.","sure, person, document, car, order, like, insur, drive, permit",sure person document car order like insur drive permit
"Driving in France, like its neighbouring countries in continental Europe, is on the right hand side of the road.","drive, franc, like, neighbour, countri, continent, europ, right, hand, side, road",drive franc like neighbour countri continent europ right hand side road
"Travel by car to/fro UK and Ireland is also possible, with either a connection using ferries or by crossing the Channel Tunnel on a train (possible for England, Scotland and Wales).","travel, car, tofro, uk, ireland, also, possibl, either, connect, use, ferri, cross, channel, tunnel, train, possibl, england, scotland, wale",travel car tofro uk ireland also possibl either connect use ferri cross channel tunnel train possibl england scotland wale
There are a couple of main options to travel by bus between France and other countries.,"coupl, main, option, travel, bu, franc, countri",coupl main option travel bu franc countri
It is possible to catch the ferry across the English Channel from the United Kingdom and Ireland.,"possibl, catch, ferri, across, english, channel, unit, kingdom, ireland",possibl catch ferri across english channel unit kingdom ireland
"There are also boats travelling to and from Spain, Italy and countries in Northern Africa.","also, boat, travel, spain, itali, countri, northern, africa",also boat travel spain itali countri northern africa
Air France is the main carrier which has domestic flights to many cities in the country.,"air, franc, main, carrier, domest, flight, mani, citi, countri",air franc main carrier domest flight mani citi countri
"Most flights originate or terminate at one of the two airports in Paris:
The only internal flight served at the Beauvais-Tillé Airport(BVA) is the service between Paris and Marseille by Ryanair.","flight, origin, termin, one, two, airport, pari, intern, flight, serv, beauvaistil, airport, bva, servic, pari, marseil, ryanair",flight origin termin one two airport pari intern flight serv beauvaistil airport bva servic pari marseil ryanair
"Ryanair however also operates a number of other domestic routes from Marseille MP2 Airport (MRS), namely to Biarritz, Brest, Lille, Nantes and Tours.","ryanair, howev, also, oper, number, domest, rout, marseil, mp, airport, mr, name, biarritz, brest, lill, nant, tour",ryanair howev also oper number domest rout marseil mp airport mr name biarritz brest lill nant tour
A better budget airline with more domestic flight options is Easyjet.,"better, budget, airlin, domest, flight, option, easyjet",better budget airlin domest flight option easyjet
"It operates on the following routes: Paris-Biarritz, Paris-Corsica, Paris-Nice, Paris-Toulouse, Lyon-Biarritz, Lyon-Bordeaux, Lyon-Corsica, Lyon-Nantes and Lyon-Toulouse.","oper, follow, rout, parisbiarritz, pariscorsica, parisnic, paristoulous, lyonbiarritz, lyonbordeaux, lyoncorsica, lyonnant, lyontoulous",oper follow rout parisbiarritz pariscorsica parisnic paristoulous lyonbiarritz lyonbordeaux lyoncorsica lyonnant lyontoulous
It is also often possible to fly directly from a major French city to another (for example Nantes to Bordeaux) without going through Paris.,"also, often, possibl, fli, directli, major, french, citi, anoth, exampl, nant, bordeaux, without, go, pari",also often possibl fli directli major french citi anoth exampl nant bordeaux without go pari
"The French Railways, SNCF has an extensive network with frequent, fast and comfortable connections to almost any of the major towns and cities in France.","french, railway, sncf, extens, network, frequent, fast, comfort, connect, almost, major, town, citi, franc",french railway sncf extens network frequent fast comfort connect almost major town citi franc
The main hub for the rail network is Paris.,"main, hub, rail, network, pari",main hub rail network pari
"Train tickets may be purchased 3 months ahead of travel, from either Voyages-SNCF (in French) or TGV-Europe (English and other European languages) and the tickets will be delivered to the country of order accordingly.","train, ticket, may, purchas, month, ahead, travel, either, voyagessncf, french, tgveurop, english, european, languag, ticket, deliv, countri, order, accordingli",train ticket may purchas month ahead travel either voyagessncf french tgveurop english european languag ticket deliv countri order accordingli
"However, online purchase and reservation for TER is not possible.","howev, onlin, purchas, reserv, ter, possibl",howev onlin purchas reserv ter possibl
Tickets for iDTGV are available 6 months ahead of travel.,"ticket, idtgv, avail, month, ahead, travel",ticket idtgv avail month ahead travel
There are also sleeping cars with the option of taking your own car that run from the north (Calais) to the southern coastline.,"also, sleep, car, option, take, car, run, north, calai, southern, coastlin",also sleep car option take car run north calai southern coastlin
"Travelling around by car in France is safe, fast and economical when travelling with at least two persons.","travel, around, car, franc, safe, fast, econom, travel, least, two, person",travel around car franc safe fast econom travel least two person
There are many international and local companies to choose from for car hire at most airports and cities.,"mani, intern, local, compani, choos, car, hire, airport, citi",mani intern local compani choos car hire airport citi
"A national driver's licence is required and you need to be at least 21 years old, although some might require you to be 25.","nation, driver, licenc, requir, need, least, year, old, although, might, requir",nation driver licenc requir need least year old although might requir
The main highways are all toll roads and well maintained.,"main, highway, toll, road, well, maintain",main highway toll road well maintain
"Although slower, the routes nationales are much more beautiful and you don't have to pay toll.","although, slower, rout, national, much, beauti, nt, pay, toll",although slower rout national much beauti nt pay toll
"There is no single bus operator in France, and intercity buses are rather limited as the train network is pretty extensive and getting around by car is much more popular.","singl, bu, oper, franc, interc, buse, rather, limit, train, network, pretti, extens, get, around, car, much, popular",singl bu oper franc interc buse rather limit train network pretti extens get around car much popular
"Check Eurolines for some connections, especially from north to south.","check, eurolin, connect, especi, north, south",check eurolin connect especi north south
"Within local departments though, there are usually bus operators that connect between the cities/towns/villages, such as TAM (Transport Alpes-Maritimes) which connects the towns in eastern French Riviera between Nice and Menton.","within, local, depart, though, usual, bu, oper, connect, citiestownsvillag, tam, transport, alpesmaritim, connect, town, eastern, french, riviera, nice, menton",within local depart though usual bu oper connect citiestownsvillag tam transport alpesmaritim connect town eastern french riviera nice menton
"Larger cities will also normally boast a relatively comprehensive bus network, such as the bus services run by RATP (Régie Autonome des Transports Parisiens) in Paris and its environs.","larger, citi, also, normal, boast, rel, comprehens, bu, network, bu, servic, run, ratp, rgie, autonom, de, transport, parisien, pari, environ",larger citi also normal boast rel comprehens bu network bu servic run ratp rgie autonom de transport parisien pari environ
"In many rural areas, the SNCF (French railways) run regional bus services where there is no railway; but don't expect cut price travel.","mani, rural, area, sncf, french, railway, run, region, bu, servic, railway, nt, expect, cut, price, travel",mani rural area sncf french railway run region bu servic railway nt expect cut price travel
SNCF bus services are priced at the same rate as trains.,"sncf, bu, servic, price, rate, train",sncf bu servic price rate train
"The Société Nationale Maritime Corse-Mediterranée has a number of daily services between mainland France and the islands of the coast, most notably Corsica.","socit, national, maritim, corsemediterran, number, daili, servic, mainland, franc, island, coast, notabl, corsica",socit national maritim corsemediterran number daili servic mainland franc island coast notabl corsica
"Services run from Marseille, Toulon and Nice to Ajaccio, Propriano, Porto Vecchio and Bastia on Corsica.","servic, run, marseil, toulon, nice, ajaccio, propriano, porto, vecchio, bastia, corsica",servic run marseil toulon nice ajaccio propriano porto vecchio bastia corsica
"In the west, SMN Navigation offers ferries between the mainland and the islands off the coast west of Brittany.","west, smn, navig, offer, ferri, mainland, island, coast, west, brittani",west smn navig offer ferri mainland island coast west brittani
"Apart from these regular public ferries, there are loads of option of getting around one of the many rivers in France.","apart, regular, public, ferri, load, option, get, around, one, mani, river, franc",apart regular public ferri load option get around one mani river franc
But usually this involves renting a yacht or joining a cruise or other sort of tour.,"usual, involv, rent, yacht, join, cruis, sort, tour",usual involv rent yacht join cruis sort tour
"The main rivers include the Rhone, Garonne, Saone, Seine and the Loire.","main, river, includ, rhone, garonn, saon, sein, loir",main river includ rhone garonn saon sein loir
Canal transportations are also available in relevant cities (e.g.,"canal, transport, also, avail, relev, citi, eg",canal transport also avail relev citi eg
Canal-Saint-Martin in Paris).,"canalsaintmartin, pari",canalsaintmartin pari
"If you are a European Union (EU) citizen, you are in luck.","european, union, eu, citizen, luck",european union eu citizen luck
You may travel without any restriction as per your EU citizenship rights.,"may, travel, without, restrict, per, eu, citizenship, right",may travel without restrict per eu citizenship right
"If you are not an EU citizen and France is the first stop on your visit, you will need to obtain a Schengen Visa.","eu, citizen, franc, first, stop, visit, need, obtain, schengen, visa",eu citizen franc first stop visit need obtain schengen visa
This visa is usually valid for any country in the Schengen zone.,"visa, usual, valid, countri, schengen, zone",visa usual valid countri schengen zone
See the French Governmental website for more (official) information on French visa and immigration policy.,"see, french, government, websit, offici, inform, french, visa, immigr, polici",see french government websit offici inform french visa immigr polici
"France has adopted the Euro (ISO code: EUR, symbol: €) as its official currency.","franc, adopt, euro, iso, code, eur, symbol, offici, currenc",franc adopt euro iso code eur symbol offici currenc
"One Euro is divided into 100 cents, which is sometimes referred to as eurocents, especially when distinguishing them with the US cents.","one, euro, divid, cent, sometim, refer, euroc, especi, distinguish, us, cent",one euro divid cent sometim refer euroc especi distinguish us cent
"Euro banknotes come in denominations of €5, €10, €20, €50, €100, €200, €500.","euro, banknot, come, denomin",euro banknot come denomin
The highest three denominations are rarely used in everyday transactions.,"highest, three, denomin, rare, use, everyday, transact",highest three denomin rare use everyday transact
All Euro banknotes have a common design for each denomination on both sides throughout the Eurozone.,"euro, banknot, common, design, denomin, side, throughout, eurozon",euro banknot common design denomin side throughout eurozon
"The Euro coins are 1 cent, 2 cents, 5 cents, 10 cents, 20 cents, 50 cents, €1 and €2.","euro, coin, cent, cent, cent, cent, cent, cent",euro coin cent cent cent cent cent cent
Some countries in the Eurozone have law which requires cash transactions to be rounded to the nearest 5 cents.,"countri, eurozon, law, requir, cash, transact, round, nearest, cent",countri eurozon law requir cash transact round nearest cent
"All Euro coins have a common design on the denomination (value) side, while the opposite side may have a different image from one country to another.","euro, coin, common, design, denomin, valu, side, opposit, side, may, differ, imag, one, countri, anoth",euro coin common design denomin valu side opposit side may differ imag one countri anoth
"Although the image side may be different, all Euro coins remain legal tender throughout the Eurozone.","although, imag, side, may, differ, euro, coin, remain, legal, tender, throughout, eurozon",although imag side may differ euro coin remain legal tender throughout eurozon
"Citizens of EU and EEA countries (save from some Eastern European countries, for a temporary period) and Switzerland can work in France without having to secure a work permit.","citizen, eu, eea, countri, save, eastern, european, countri, temporari, period, switzerland, work, franc, without, secur, work, permit",citizen eu eea countri save eastern european countri temporari period switzerland work franc without secur work permit
"Most non-EU citizens will need a work permit - however, some non-EU citizens (such as Canadians, Croatians, New Zealanders etc.)","noneu, citizen, need, work, permit, howev, noneu, citizen, canadian, croatian, new, zealand, etc",noneu citizen need work permit howev noneu citizen canadian croatian new zealand etc
do not require a visa or work permit to work during their 90 day visa-free period of stay in France.,"requir, visa, work, permit, work, day, visafre, period, stay, franc",requir visa work permit work day visafre period stay franc
"There are plenty of opportunities for studying in France, either to learn the language, or to spend a semester or year in France under one of the various international student mobility schemes, such as Erasmus or ISEP.","plenti, opportun, studi, franc, either, learn, languag, spend, semest, year, franc, one, variou, intern, student, mobil, scheme, erasmu, isep",plenti opportun studi franc either learn languag spend semest year franc one variou intern student mobil scheme erasmu isep
"Students wishing to enrol in a French university to follow a full course should contact the French Embassy in their country, if outside the European Union, or contact the university directly if they are EU citizens.","student, wish, enrol, french, univers, follow, full, cours, contact, french, embassi, countri, outsid, european, union, contact, univers, directli, eu, citizen",student wish enrol french univers follow full cours contact french embassi countri outsid european union contact univers directli eu citizen
"The Study in France website has details on the opportunities available, and how to choose where to study in France.","studi, franc, websit, detail, opportun, avail, choos, studi, franc",studi franc websit detail opportun avail choos studi franc
"French is the official language of the country, and by far is the most widely spoken in France despite the varying regional accents which may confuse non-native speakers into wondering if a regional dialect is being spoken.","french, offici, languag, countri, far, wide, spoken, franc, despit, vari, region, accent, may, confus, nonn, speaker, wonder, region, dialect, spoken",french offici languag countri far wide spoken franc despit vari region accent may confus nonn speaker wonder region dialect spoken
"The use of French is governed by the Académie Française, which is the official authority on the usage, vocabulary and the grammar of the French language.","use, french, govern, acadmi, franais, offici, author, usag, vocabulari, grammar, french, languag",use french govern acadmi franais offici author usag vocabulari grammar french languag
"However, their recommendations do not carry legal power and remain just that, recommendations.","howev, recommend, carri, legal, power, remain, recommend",howev recommend carri legal power remain recommend
"Some other languages used in France include Breton, Basque, Catalan, Alsatian and Corsican.","languag, use, franc, includ, breton, basqu, catalan, alsatian, corsican",languag use franc includ breton basqu catalan alsatian corsican
