Original Sentence,Lemmatized Tokens,Lemmatized Sentence
"For the purpose of this guide, the information to follow pertains to Metropolitan France.","purpose, guide, information, follow, pertains, metropolitan, france",purpose guide information follow pertains metropolitan france
"For details of the overseas regions, please refer to the relevant article links above.","detail, overseas, region, please, refer, relevant, article, link",detail overseas region please refer relevant article link
"France is divided into 13 regions in mainland France, including Corsica.","france, divided, region, mainland, france, including, corsica",france divided region mainland france including corsica
In addition there are 5 overseas departments and 7 overseas territories.,"addition, overseas, department, overseas, territory",addition overseas department overseas territory
"The Avenue des Champs-Élysées, or just Champs-Élysées, is the most prestigious road in Paris.","avenue, de, champslyses, champslyses, prestigious, road, paris",avenue de champslyses champslyses prestigious road paris
It is one of the most famous roads in the world and also one of the world most expensive ones regarding the renting and buying of real estate.,"one, famous, road, world, also, one, world, expensive, one, regarding, renting, buying, real, estate",one famous road world also one world expensive one regarding renting buying real estate
"The name is French for Elysian Fields, the place of the blessed dead in Greek mythology, and is sometimes voted as one of the most beautiful avenues in the world.","name, french, elysian, field, place, blessed, dead, greek, mythology, sometimes, voted, one, beautiful, avenue, world",name french elysian field place blessed dead greek mythology sometimes voted one beautiful avenue world
"The road is lined with luxury shops, restaurants, small cafés and other interesting places.","road, lined, luxury, shop, restaurant, small, cafs, interesting, place",road lined luxury shop restaurant small cafs interesting place
"The avenue is about 2 kilometers long and goes through the 8th arrondissement in the northwest of Paris, running from the Place de la Concorde in the east, with the Obelisk of Luxor, to the Place Charles de Gaulle in the west, the location of the Arc de Triomphe.","avenue, kilometer, long, go, th, arrondissement, northwest, paris, running, place, de, la, concorde, east, obelisk, luxor, place, charles, de, gaulle, west, location, arc, de, triomphe",avenue kilometer long go th arrondissement northwest paris running place de la concorde east obelisk luxor place charles de gaulle west location arc de triomphe
The Champs-Élysées forms part of the Axe historique and since 1975 also is the traditional finish place of the last stage of the Tour de France.,"champslyses, form, part, axe, historique, since, also, traditional, finish, place, last, stage, tour, de, france",champslyses form part axe historique since also traditional finish place last stage tour de france
"There is nowhere to observe Gothic architecture at its best but where it originated, and dominated from the 12th to 16th century.","nowhere, observe, gothic, architecture, best, originated, dominated, th, th, century",nowhere observe gothic architecture best originated dominated th th century
"Originally known as Opus Francigenum (the French Style), it is associated with many great cathedrals and basilicas in Northern France.","originally, known, opus, francigenum, french, style, associated, many, great, cathedral, basilica, northern, france",originally known opus francigenum french style associated many great cathedral basilica northern france
"Cathedral Notre-Dame de Chartres© BeausoleilSome that are most revered include Notre-Dame de Paris, Notre-Dame de Chartres, Notre-Dame d'Amiens, Notre-Dame de Reims, Notre-Dame de Laon, Saint-Pierre de Beauvais and Basilique Saint-Denis.","cathedral, notredame, de, chartres, beausoleilsome, revered, include, notredame, de, paris, notredame, de, chartres, notredame, damiens, notredame, de, reims, notredame, de, laon, saintpierre, de, beauvais, basilique, saintdenis",cathedral notredame de chartres beausoleilsome revered include notredame de paris notredame de chartres notredame damiens notredame de reims notredame de laon saintpierre de beauvais basilique saintdenis
"Basilique Saint-Denis is also unique, in that it was built in transitional style between Gothic architecture and its predecessor, Romanesque architecture.","basilique, saintdenis, also, unique, built, transitional, style, gothic, architecture, predecessor, romanesque, architecture",basilique saintdenis also unique built transitional style gothic architecture predecessor romanesque architecture
"Along the valley of the Loire, extending from Centre to western France towards the Atlantic, are hundreds of magnificent châteaux and fortresses.","along, valley, loire, extending, centre, western, france, towards, atlantic, hundred, magnificent, chteaux, fortress",along valley loire extending centre western france towards atlantic hundred magnificent chteaux fortress
"Today, many of these châteaux are private residences, some are hotels and guest houses, while a handful are owned and managed by the (local) government authority as major tourist sites.","today, many, chteaux, private, residence, hotel, guest, house, handful, owned, managed, local, government, authority, major, tourist, site",today many chteaux private residence hotel guest house handful owned managed local government authority major tourist site
"Among the best known worldwide are Château de Villandry, Château d'Azay-le-Rideau, Château de Chenonceau, Château de Chambord and Château d'Amboise.","among, best, known, worldwide, chteau, de, villandry, chteau, dazaylerideau, chteau, de, chenonceau, chteau, de, chambord, chteau, damboise",among best known worldwide chteau de villandry chteau dazaylerideau chteau de chenonceau chteau de chambord chteau damboise
"The valley from Sully-sur-Loire, in the Loiret, to Chalonnes-sur-Loire, in Maine-et-Loire is now classified as a UNESCO World Heritage site.","valley, sullysurloire, loiret, chalonnessurloire, maineetloire, classified, unesco, world, heritage, site",valley sullysurloire loiret chalonnessurloire maineetloire classified unesco world heritage site
A calanque refers to deep and steep limestone valley that is partly submerged by the sea.,"calanque, refers, deep, steep, limestone, valley, partly, submerged, sea",calanque refers deep steep limestone valley partly submerged sea
Les Calanques that stretch from Marseille to Cassis form an amazing rugged coastline with the valleys offering great hiking and rock climbing opportunities.,"le, calanques, stretch, marseille, cassis, form, amazing, rugged, coastline, valley, offering, great, hiking, rock, climbing, opportunity",le calanques stretch marseille cassis form amazing rugged coastline valley offering great hiking rock climbing opportunity
"The coastline can be toured as a half-day trip, usually with a stopover at Château d'If (of the famed Count de Monte Cristo) on the way back towards Marseille.","coastline, toured, halfday, trip, usually, stopover, chteau, dif, famed, count, de, monte, cristo, way, back, towards, marseille",coastline toured halfday trip usually stopover chteau dif famed count de monte cristo way back towards marseille
The walls of the spectacular Cave Cosquer in the Calanque de Morgiou are covered with prehistoric paintings and engravings.,"wall, spectacular, cave, cosquer, calanque, de, morgiou, covered, prehistoric, painting, engraving",wall spectacular cave cosquer calanque de morgiou covered prehistoric painting engraving
The underwater access to this grotto is completley forbidden.,"underwater, access, grotto, completley, forbidden",underwater access grotto completley forbidden
"Mont Blanc is the highest mountain in the Alps, and sometimes mistakenly named as the highest mountain in Europe (which is the Elbrus).","mont, blanc, highest, mountain, alp, sometimes, mistakenly, named, highest, mountain, europe, elbrus",mont blanc highest mountain alp sometimes mistakenly named highest mountain europe elbrus
"It is the highest mountain of the Mont Blanc Massif, which is popular for mountaineering, skiing, snowboarding and hiking.","highest, mountain, mont, blanc, massif, popular, mountaineering, skiing, snowboarding, hiking",highest mountain mont blanc massif popular mountaineering skiing snowboarding hiking
"Other outdoor activities on offer include glacier hiking, ice climbing, paragliding, canyoning and mountain-biking.","outdoor, activity, offer, include, glacier, hiking, ice, climbing, paragliding, canyoning, mountainbiking",outdoor activity offer include glacier hiking ice climbing paragliding canyoning mountainbiking
"From Chamonix, a spectacular cable car transports its visitor up to the Aiguille du Midi.","chamonix, spectacular, cable, car, transport, visitor, aiguille, du, midi",chamonix spectacular cable car transport visitor aiguille du midi
"While Gothic architecture remains prevalent in Northern France, scattered all over the country are medieval Romanesque abbeys and churches, no less interesting in their own rights.","gothic, architecture, remains, prevalent, northern, france, scattered, country, medieval, romanesque, abbey, church, less, interesting, right",gothic architecture remains prevalent northern france scattered country medieval romanesque abbey church less interesting right
"Mont Saint-Michel, Saint-Etienne de Caen, Saint-Front de Périgueux, Abbaye de Fontenay, Saint-Sernin de Toulouse, Saint-Pierre de Moissac and Sainte-Madeleine de Vézelay are but some of them.","mont, saintmichel, saintetienne, de, caen, saintfront, de, prigueux, abbaye, de, fontenay, saintsernin, de, toulouse, saintpierre, de, moissac, saintemadeleine, de, vzelay",mont saintmichel saintetienne de caen saintfront de prigueux abbaye de fontenay saintsernin de toulouse saintpierre de moissac saintemadeleine de vzelay
The Romanesque period flourished between 10th to 12th century.,"romanesque, period, flourished, th, th, century",romanesque period flourished th th century
The Palace of Versailles is a royal castle in Versailles.,"palace, versailles, royal, castle, versailles",palace versailles royal castle versailles
"When the château was built, Versailles was a small village, today it is a suburb of Paris, 20 kilometres southwest of the French capital.","chteau, built, versailles, small, village, today, suburb, paris, kilometre, southwest, french, capital",chteau built versailles small village today suburb paris kilometre southwest french capital
"The court of Versailles was the centre of political power in France from 1682, when Louis XIV moved to Versailles from Paris, until late 1789 when the royal family was forced to return to Paris after the beginning of the French Revolution.","court, versailles, centre, political, power, france, louis, xiv, moved, versailles, paris, late, royal, family, forced, return, paris, beginning, french, revolution",court versailles centre political power france louis xiv moved versailles paris late royal family forced return paris beginning french revolution
"Today it is one of the biggest tourist attractions in France, and a popular day trip from Paris.","today, one, biggest, tourist, attraction, france, popular, day, trip, paris",today one biggest tourist attraction france popular day trip paris
"The castle itself houses 2,300 rooms, and the gardens cover a huge area on the west side of the palace, and is largely unchanged for the last 300 years when it was designed.","castle, house, room, garden, cover, huge, area, west, side, palace, largely, unchanged, last, year, designed",castle house room garden cover huge area west side palace largely unchanged last year designed
The palace and gardens are on the UNESCO World Heritage List.,"palace, garden, unesco, world, heritage, list",palace garden unesco world heritage list
"As France stretches from Belgium in the north to Spain in the south, the weather also differs accordingly.","france, stretch, belgium, north, spain, south, weather, also, differs, accordingly",france stretch belgium north spain south weather also differs accordingly
The north and parts of the west have a maritime climate with mild winters and cool to warm summers.,"north, part, west, maritime, climate, mild, winter, cool, warm, summer",north part west maritime climate mild winter cool warm summer
"During winter, it is mostly above 0 °C with some frost at night possible.","winter, mostly, c, frost, night, possible",winter mostly c frost night possible
Summer temperatures are between 20 °C and 25 °C.,"summer, temperature, c, c",summer temperature c c
"Temperatures close to 40 °C have been previously recorded, but this is rare.","temperature, close, c, previously, recorded, rare",temperature close c previously recorded rare
"The central parts of France are warmer in summer, but colder in winters, and The Alps are a favorite ski resort area during the months of December to March when snow is almost certain.","central, part, france, warmer, summer, colder, winter, alp, favorite, ski, resort, area, month, december, march, snow, almost, certain",central part france warmer summer colder winter alp favorite ski resort area month december march snow almost certain
"Further south, the climate becomes Mediterranean with warm summers, around 30 °C, even a bit more inland, and generally mild winters, between 10 °C and 15 °C.","south, climate, becomes, mediterranean, warm, summer, around, c, even, bit, inland, generally, mild, winter, c, c",south climate becomes mediterranean warm summer around c even bit inland generally mild winter c c
"That said, even this warm coastline has some frost and snow, especially in the western part of the Mediterranean coastline, for example near Marseille.","said, even, warm, coastline, frost, snow, especially, western, part, mediterranean, coastline, example, near, marseille",said even warm coastline frost snow especially western part mediterranean coastline example near marseille
"Further east, around Nice, frost and snow are less common.","east, around, nice, frost, snow, less, common",east around nice frost snow less common
"This also applies to Corsica, where warm summers and mild winters are the norm and frost is uncommon, though even here, a few degrees below 0 °C at sea level has been recorded in the past.","also, applies, corsica, warm, summer, mild, winter, norm, frost, uncommon, though, even, degree, c, sea, level, recorded, past",also applies corsica warm summer mild winter norm frost uncommon though even degree c sea level recorded past
"The southwest of France is a bit cooler in summer, and comparable in winter.","southwest, france, bit, cooler, summer, comparable, winter",southwest france bit cooler summer comparable winter
"Precipitation is possible in all months, though spring is one of the driest periods of the year.","precipitation, possible, month, though, spring, one, driest, period, year",precipitation possible month though spring one driest period year
"Many higher areas have snow in winter, while parts of France can be very dry for months in the summer season of May to October.","many, higher, area, snow, winter, part, france, dry, month, summer, season, may, october",many higher area snow winter part france dry month summer season may october
"The west and northwest are probably the wettest parts of the country, especially in Brittany and Normandy during the winter months.","west, northwest, probably, wettest, part, country, especially, brittany, normandy, winter, month",west northwest probably wettest part country especially brittany normandy winter month
"If you're travelling from outside Europe, Paris Charles de Gaulle Airport (CDG) in Paris will most likely be your point of entry.","travelling, outside, europe, paris, charles, de, gaulle, airport, cdg, paris, likely, point, entry",travelling outside europe paris charles de gaulle airport cdg paris likely point entry
"There are other international airports in Bordeaux, Clermont-Ferrand, Lille, Lyon, Marseille, Nantes, Nice and Toulouse, which serve flights to destinations throughout Europe.","international, airport, bordeaux, clermontferrand, lille, lyon, marseille, nantes, nice, toulouse, serve, flight, destination, throughout, europe",international airport bordeaux clermontferrand lille lyon marseille nantes nice toulouse serve flight destination throughout europe
"Paris' second major airport, Paris Orly Airport (ORY), also has flights to European destinations.","paris, second, major, airport, paris, orly, airport, ory, also, flight, european, destination",paris second major airport paris orly airport ory also flight european destination
Paris Beauvais-Tillé Airport (BVA) and Marseille MP2 (MRS) are hubs for budget airlines like Ryanair.,"paris, beauvaistill, airport, bva, marseille, mp, mr, hub, budget, airline, like, ryanair",paris beauvaistill airport bva marseille mp mr hub budget airline like ryanair
"There are quite a few more international airports in the country, for example:
Air France is a major airline and part of the SkyTeam Alliance.","quite, international, airport, country, example, air, france, major, airline, part, skyteam, alliance",quite international airport country example air france major airline part skyteam alliance
"In 2003, it merged with Dutch airline KLM.","merged, dutch, airline, klm",merged dutch airline klm
Air France operates flights to hundreds of destinations around the world.,"air, france, operates, flight, hundred, destination, around, world",air france operates flight hundred destination around world
There are many possibilities of travelling from neighbouring countries to France.,"many, possibility, travelling, neighbouring, country, france",many possibility travelling neighbouring country france
"Listed below are several options of direct cross-border train routes, with Paris as the hub.","listed, several, option, direct, crossborder, train, route, paris, hub",listed several option direct crossborder train route paris hub
"Note that many more long distance options are available, either directly or via a combination of train connections, from Paris and other cities in France.","note, many, long, distance, option, available, either, directly, via, combination, train, connection, paris, city, france",note many long distance option available either directly via combination train connection paris city france
"Many very good toll roads lead out of and into the country, with good connections to Luxembourg, Belgium, Italy, Spain, Germany, Monaco and Switzerland.","many, good, toll, road, lead, country, good, connection, luxembourg, belgium, italy, spain, germany, monaco, switzerland",many good toll road lead country good connection luxembourg belgium italy spain germany monaco switzerland
"Be sure to have your personal documentation and that of the car in order, like insurance and driving permit.","sure, personal, documentation, car, order, like, insurance, driving, permit",sure personal documentation car order like insurance driving permit
"Driving in France, like its neighbouring countries in continental Europe, is on the right hand side of the road.","driving, france, like, neighbouring, country, continental, europe, right, hand, side, road",driving france like neighbouring country continental europe right hand side road
"Travel by car to/fro UK and Ireland is also possible, with either a connection using ferries or by crossing the Channel Tunnel on a train (possible for England, Scotland and Wales).","travel, car, tofro, uk, ireland, also, possible, either, connection, using, ferry, crossing, channel, tunnel, train, possible, england, scotland, wale",travel car tofro uk ireland also possible either connection using ferry crossing channel tunnel train possible england scotland wale
There are a couple of main options to travel by bus between France and other countries.,"couple, main, option, travel, bus, france, country",couple main option travel bus france country
It is possible to catch the ferry across the English Channel from the United Kingdom and Ireland.,"possible, catch, ferry, across, english, channel, united, kingdom, ireland",possible catch ferry across english channel united kingdom ireland
"There are also boats travelling to and from Spain, Italy and countries in Northern Africa.","also, boat, travelling, spain, italy, country, northern, africa",also boat travelling spain italy country northern africa
Air France is the main carrier which has domestic flights to many cities in the country.,"air, france, main, carrier, domestic, flight, many, city, country",air france main carrier domestic flight many city country
"Most flights originate or terminate at one of the two airports in Paris:
The only internal flight served at the Beauvais-Tillé Airport(BVA) is the service between Paris and Marseille by Ryanair.","flight, originate, terminate, one, two, airport, paris, internal, flight, served, beauvaistill, airport, bva, service, paris, marseille, ryanair",flight originate terminate one two airport paris internal flight served beauvaistill airport bva service paris marseille ryanair
"Ryanair however also operates a number of other domestic routes from Marseille MP2 Airport (MRS), namely to Biarritz, Brest, Lille, Nantes and Tours.","ryanair, however, also, operates, number, domestic, route, marseille, mp, airport, mr, namely, biarritz, brest, lille, nantes, tour",ryanair however also operates number domestic route marseille mp airport mr namely biarritz brest lille nantes tour
A better budget airline with more domestic flight options is Easyjet.,"better, budget, airline, domestic, flight, option, easyjet",better budget airline domestic flight option easyjet
"It operates on the following routes: Paris-Biarritz, Paris-Corsica, Paris-Nice, Paris-Toulouse, Lyon-Biarritz, Lyon-Bordeaux, Lyon-Corsica, Lyon-Nantes and Lyon-Toulouse.","operates, following, route, parisbiarritz, pariscorsica, parisnice, paristoulouse, lyonbiarritz, lyonbordeaux, lyoncorsica, lyonnantes, lyontoulouse",operates following route parisbiarritz pariscorsica parisnice paristoulouse lyonbiarritz lyonbordeaux lyoncorsica lyonnantes lyontoulouse
It is also often possible to fly directly from a major French city to another (for example Nantes to Bordeaux) without going through Paris.,"also, often, possible, fly, directly, major, french, city, another, example, nantes, bordeaux, without, going, paris",also often possible fly directly major french city another example nantes bordeaux without going paris
"The French Railways, SNCF has an extensive network with frequent, fast and comfortable connections to almost any of the major towns and cities in France.","french, railway, sncf, extensive, network, frequent, fast, comfortable, connection, almost, major, town, city, france",french railway sncf extensive network frequent fast comfortable connection almost major town city france
The main hub for the rail network is Paris.,"main, hub, rail, network, paris",main hub rail network paris
"Train tickets may be purchased 3 months ahead of travel, from either Voyages-SNCF (in French) or TGV-Europe (English and other European languages) and the tickets will be delivered to the country of order accordingly.","train, ticket, may, purchased, month, ahead, travel, either, voyagessncf, french, tgveurope, english, european, language, ticket, delivered, country, order, accordingly",train ticket may purchased month ahead travel either voyagessncf french tgveurope english european language ticket delivered country order accordingly
"However, online purchase and reservation for TER is not possible.","however, online, purchase, reservation, ter, possible",however online purchase reservation ter possible
Tickets for iDTGV are available 6 months ahead of travel.,"ticket, idtgv, available, month, ahead, travel",ticket idtgv available month ahead travel
There are also sleeping cars with the option of taking your own car that run from the north (Calais) to the southern coastline.,"also, sleeping, car, option, taking, car, run, north, calais, southern, coastline",also sleeping car option taking car run north calais southern coastline
"Travelling around by car in France is safe, fast and economical when travelling with at least two persons.","travelling, around, car, france, safe, fast, economical, travelling, least, two, person",travelling around car france safe fast economical travelling least two person
There are many international and local companies to choose from for car hire at most airports and cities.,"many, international, local, company, choose, car, hire, airport, city",many international local company choose car hire airport city
"A national driver's licence is required and you need to be at least 21 years old, although some might require you to be 25.","national, driver, licence, required, need, least, year, old, although, might, require",national driver licence required need least year old although might require
The main highways are all toll roads and well maintained.,"main, highway, toll, road, well, maintained",main highway toll road well maintained
"Although slower, the routes nationales are much more beautiful and you don't have to pay toll.","although, slower, route, nationales, much, beautiful, nt, pay, toll",although slower route nationales much beautiful nt pay toll
"There is no single bus operator in France, and intercity buses are rather limited as the train network is pretty extensive and getting around by car is much more popular.","single, bus, operator, france, intercity, bus, rather, limited, train, network, pretty, extensive, getting, around, car, much, popular",single bus operator france intercity bus rather limited train network pretty extensive getting around car much popular
"Check Eurolines for some connections, especially from north to south.","check, eurolines, connection, especially, north, south",check eurolines connection especially north south
"Within local departments though, there are usually bus operators that connect between the cities/towns/villages, such as TAM (Transport Alpes-Maritimes) which connects the towns in eastern French Riviera between Nice and Menton.","within, local, department, though, usually, bus, operator, connect, citiestownsvillages, tam, transport, alpesmaritimes, connects, town, eastern, french, riviera, nice, menton",within local department though usually bus operator connect citiestownsvillages tam transport alpesmaritimes connects town eastern french riviera nice menton
"Larger cities will also normally boast a relatively comprehensive bus network, such as the bus services run by RATP (Régie Autonome des Transports Parisiens) in Paris and its environs.","larger, city, also, normally, boast, relatively, comprehensive, bus, network, bus, service, run, ratp, rgie, autonome, de, transport, parisiens, paris, environs",larger city also normally boast relatively comprehensive bus network bus service run ratp rgie autonome de transport parisiens paris environs
"In many rural areas, the SNCF (French railways) run regional bus services where there is no railway; but don't expect cut price travel.","many, rural, area, sncf, french, railway, run, regional, bus, service, railway, nt, expect, cut, price, travel",many rural area sncf french railway run regional bus service railway nt expect cut price travel
SNCF bus services are priced at the same rate as trains.,"sncf, bus, service, priced, rate, train",sncf bus service priced rate train
"The Société Nationale Maritime Corse-Mediterranée has a number of daily services between mainland France and the islands of the coast, most notably Corsica.","socit, nationale, maritime, corsemediterrane, number, daily, service, mainland, france, island, coast, notably, corsica",socit nationale maritime corsemediterrane number daily service mainland france island coast notably corsica
"Services run from Marseille, Toulon and Nice to Ajaccio, Propriano, Porto Vecchio and Bastia on Corsica.","service, run, marseille, toulon, nice, ajaccio, propriano, porto, vecchio, bastia, corsica",service run marseille toulon nice ajaccio propriano porto vecchio bastia corsica
"In the west, SMN Navigation offers ferries between the mainland and the islands off the coast west of Brittany.","west, smn, navigation, offer, ferry, mainland, island, coast, west, brittany",west smn navigation offer ferry mainland island coast west brittany
"Apart from these regular public ferries, there are loads of option of getting around one of the many rivers in France.","apart, regular, public, ferry, load, option, getting, around, one, many, river, france",apart regular public ferry load option getting around one many river france
But usually this involves renting a yacht or joining a cruise or other sort of tour.,"usually, involves, renting, yacht, joining, cruise, sort, tour",usually involves renting yacht joining cruise sort tour
"The main rivers include the Rhone, Garonne, Saone, Seine and the Loire.","main, river, include, rhone, garonne, saone, seine, loire",main river include rhone garonne saone seine loire
Canal transportations are also available in relevant cities (e.g.,"canal, transportation, also, available, relevant, city, eg",canal transportation also available relevant city eg
Canal-Saint-Martin in Paris).,"canalsaintmartin, paris",canalsaintmartin paris
"If you are a European Union (EU) citizen, you are in luck.","european, union, eu, citizen, luck",european union eu citizen luck
You may travel without any restriction as per your EU citizenship rights.,"may, travel, without, restriction, per, eu, citizenship, right",may travel without restriction per eu citizenship right
"If you are not an EU citizen and France is the first stop on your visit, you will need to obtain a Schengen Visa.","eu, citizen, france, first, stop, visit, need, obtain, schengen, visa",eu citizen france first stop visit need obtain schengen visa
This visa is usually valid for any country in the Schengen zone.,"visa, usually, valid, country, schengen, zone",visa usually valid country schengen zone
See the French Governmental website for more (official) information on French visa and immigration policy.,"see, french, governmental, website, official, information, french, visa, immigration, policy",see french governmental website official information french visa immigration policy
"France has adopted the Euro (ISO code: EUR, symbol: €) as its official currency.","france, adopted, euro, iso, code, eur, symbol, official, currency",france adopted euro iso code eur symbol official currency
"One Euro is divided into 100 cents, which is sometimes referred to as eurocents, especially when distinguishing them with the US cents.","one, euro, divided, cent, sometimes, referred, eurocents, especially, distinguishing, u, cent",one euro divided cent sometimes referred eurocents especially distinguishing u cent
"Euro banknotes come in denominations of €5, €10, €20, €50, €100, €200, €500.","euro, banknote, come, denomination",euro banknote come denomination
The highest three denominations are rarely used in everyday transactions.,"highest, three, denomination, rarely, used, everyday, transaction",highest three denomination rarely used everyday transaction
All Euro banknotes have a common design for each denomination on both sides throughout the Eurozone.,"euro, banknote, common, design, denomination, side, throughout, eurozone",euro banknote common design denomination side throughout eurozone
"The Euro coins are 1 cent, 2 cents, 5 cents, 10 cents, 20 cents, 50 cents, €1 and €2.","euro, coin, cent, cent, cent, cent, cent, cent",euro coin cent cent cent cent cent cent
Some countries in the Eurozone have law which requires cash transactions to be rounded to the nearest 5 cents.,"country, eurozone, law, requires, cash, transaction, rounded, nearest, cent",country eurozone law requires cash transaction rounded nearest cent
"All Euro coins have a common design on the denomination (value) side, while the opposite side may have a different image from one country to another.","euro, coin, common, design, denomination, value, side, opposite, side, may, different, image, one, country, another",euro coin common design denomination value side opposite side may different image one country another
"Although the image side may be different, all Euro coins remain legal tender throughout the Eurozone.","although, image, side, may, different, euro, coin, remain, legal, tender, throughout, eurozone",although image side may different euro coin remain legal tender throughout eurozone
"Citizens of EU and EEA countries (save from some Eastern European countries, for a temporary period) and Switzerland can work in France without having to secure a work permit.","citizen, eu, eea, country, save, eastern, european, country, temporary, period, switzerland, work, france, without, secure, work, permit",citizen eu eea country save eastern european country temporary period switzerland work france without secure work permit
"Most non-EU citizens will need a work permit - however, some non-EU citizens (such as Canadians, Croatians, New Zealanders etc.)","noneu, citizen, need, work, permit, however, noneu, citizen, canadian, croatian, new, zealander, etc",noneu citizen need work permit however noneu citizen canadian croatian new zealander etc
do not require a visa or work permit to work during their 90 day visa-free period of stay in France.,"require, visa, work, permit, work, day, visafree, period, stay, france",require visa work permit work day visafree period stay france
"There are plenty of opportunities for studying in France, either to learn the language, or to spend a semester or year in France under one of the various international student mobility schemes, such as Erasmus or ISEP.","plenty, opportunity, studying, france, either, learn, language, spend, semester, year, france, one, various, international, student, mobility, scheme, erasmus, isep",plenty opportunity studying france either learn language spend semester year france one various international student mobility scheme erasmus isep
"Students wishing to enrol in a French university to follow a full course should contact the French Embassy in their country, if outside the European Union, or contact the university directly if they are EU citizens.","student, wishing, enrol, french, university, follow, full, course, contact, french, embassy, country, outside, european, union, contact, university, directly, eu, citizen",student wishing enrol french university follow full course contact french embassy country outside european union contact university directly eu citizen
"The Study in France website has details on the opportunities available, and how to choose where to study in France.","study, france, website, detail, opportunity, available, choose, study, france",study france website detail opportunity available choose study france
"French is the official language of the country, and by far is the most widely spoken in France despite the varying regional accents which may confuse non-native speakers into wondering if a regional dialect is being spoken.","french, official, language, country, far, widely, spoken, france, despite, varying, regional, accent, may, confuse, nonnative, speaker, wondering, regional, dialect, spoken",french official language country far widely spoken france despite varying regional accent may confuse nonnative speaker wondering regional dialect spoken
"The use of French is governed by the Académie Française, which is the official authority on the usage, vocabulary and the grammar of the French language.","use, french, governed, acadmie, franaise, official, authority, usage, vocabulary, grammar, french, language",use french governed acadmie franaise official authority usage vocabulary grammar french language
"However, their recommendations do not carry legal power and remain just that, recommendations.","however, recommendation, carry, legal, power, remain, recommendation",however recommendation carry legal power remain recommendation
"Some other languages used in France include Breton, Basque, Catalan, Alsatian and Corsican.","language, used, france, include, breton, basque, catalan, alsatian, corsican",language used france include breton basque catalan alsatian corsican
"The teaching of a second and/or a third language is common nowadays, and English is the most commonly studied foreign language in French schools.","teaching, second, andor, third, language, common, nowadays, english, commonly, studied, foreign, language, french, school",teaching second andor third language common nowadays english commonly studied foreign language french school
"Other languages often taught include Spanish, Italian and German.","language, often, taught, include, spanish, italian, german",language often taught include spanish italian german
"The immigrant populations also speak languages from their countries of origin, including Arabic, Mandarin, Russian and Vietnamese.","immigrant, population, also, speak, language, country, origin, including, arabic, mandarin, russian, vietnamese",immigrant population also speak language country origin including arabic mandarin russian vietnamese
"The most commonly used form of argot (slang) is verlan, which features inversion of syllables in a word.","commonly, used, form, argot, slang, verlan, feature, inversion, syllable, word",commonly used form argot slang verlan feature inversion syllable word
"The word verlan itself originated from l'envers, which in French means ""the reverse"".","word, verlan, originated, lenvers, french, mean, reverse",word verlan originated lenvers french mean reverse
Verlan in general is not obvious nor easily understood by non-native speakers.,"verlan, general, obvious, easily, understood, nonnative, speaker",verlan general obvious easily understood nonnative speaker
La Gastronomie is as much a passion as a past-time in France.,"la, gastronomie, much, passion, pasttime, france",la gastronomie much passion pasttime france
Each region has developed its own unique dishes and flavors through hundreds of years of tradition.,"region, developed, unique, dish, flavor, hundred, year, tradition",region developed unique dish flavor hundred year tradition
"Even today, the concept of eating main meals in courses is still used on a daily basis.","even, today, concept, eating, main, meal, course, still, used, daily, basis",even today concept eating main meal course still used daily basis
"In larger city restaurants, it is common to find different 'menus' that will include a bread course, one or two main dishes and a choice of a cheese course or dessert for under €20.","larger, city, restaurant, common, find, different, menu, include, bread, course, one, two, main, dish, choice, cheese, course, dessert",larger city restaurant common find different menu include bread course one two main dish choice cheese course dessert
"To decide where to eat, the french consult the world-renowned Michelin Guide.","decide, eat, french, consult, worldrenowned, michelin, guide",decide eat french consult worldrenowned michelin guide
"This is the most used and prestigious restaurant guide, using a system of stars to rate establishments.The french eat their main meal of the day at noon, followed by a lighter dinner later in the evening.","used, prestigious, restaurant, guide, using, system, star, rate, establishmentsthe, french, eat, main, meal, day, noon, followed, lighter, dinner, later, evening",used prestigious restaurant guide using system star rate establishmentsthe french eat main meal day noon followed lighter dinner later evening
"In smaller cities especially, many businesses will close for lunch (usually between 12 noon and 2:00pm).","smaller, city, especially, many, business, close, lunch, usually, noon, pm",smaller city especially many business close lunch usually noon pm
This supports the culture that lunch is to be shared with friends and family.,"support, culture, lunch, shared, friend, family",support culture lunch shared friend family
Four o' clock in the after noon is a widely recognized time to eat a small snack.,"four, clock, noon, widely, recognized, time, eat, small, snack",four clock noon widely recognized time eat small snack
This practice is known as to faire quatre-heures.,"practice, known, faire, quatreheures",practice known faire quatreheures
French food and eating traditions have been established over centuries.,"french, food, eating, tradition, established, century",french food eating tradition established century
"Today many aspects of this gastronomic culture still remain, but the growing influence of western culture is evident.","today, many, aspect, gastronomic, culture, still, remain, growing, influence, western, culture, evident",today many aspect gastronomic culture still remain growing influence western culture evident
More and more busy families are choosing quicker and simpler meals during the week.,"busy, family, choosing, quicker, simpler, meal, week",busy family choosing quicker simpler meal week
"Even though France refused to bend to fast food chains in the past, today McDonald's is gaining in popularity, especially with the younger generation.","even, though, france, refused, bend, fast, food, chain, past, today, mcdonald, gaining, popularity, especially, younger, generation",even though france refused bend fast food chain past today mcdonald gaining popularity especially younger generation
